'chr'	'start'	'end'	'CV0857_viridis_North_M.dedup.filtered.unique.scaleFactorNorm'	'CV0985_concolor_Other_F.dedup.filtered.unique.scaleFactorNorm'	'CV0987_lutosus_Other_F.dedup.filtered.unique.scaleFactorNorm'	'CV1081_viridis_Mid_M.dedup.filtered.unique.scaleFactorNorm'	'CV1082_viridis_South_M.dedup.filtered.unique.scaleFactorNorm'	'CV1086_viridis_South_M.dedup.filtered.unique.scaleFactorNorm'	'CV1087_viridis_North_F.dedup.filtered.unique.scaleFactorNorm'	'CV1089_viridis_South_M.dedup.filtered.unique.scaleFactorNorm'	'CV1090_cerberus_Other_M.dedup.filtered.unique.scaleFactorNorm'	'CV1095_viridis_North_M.dedup.filtered.unique.scaleFactorNorm'	'CV1096_viridis_North_F.dedup.filtered.unique.scaleFactorNorm'
scaffold-mi1	13900005	13901105	3.0312057812647386	4.87517318465493	6.77297951058908	3.2666202861612494	9.321281891519373	3.1042871319163927	4.111742444905368	5.185210374918851	14.871462879614397	2.924396252090281	8.163077301979065
scaffold-mi1	14020684	14021784	1.9767207878286188	0.0	11.469036903381348	4.179056375676935	5.375400945490057	3.55304084777832	3.745592080896551	4.6698052163557575	12.735537813360041	2.6773481182618575	3.7759845438870516
scaffold-mi1	14090593	14091693	11.447094864411788	0.23204014496369796	26.79988109631972	8.262806660478764	38.699636838219384	8.344877673062411	12.29677780194716	16.866036540811713	30.313720586083154	6.0223806936090645	11.546888882897116
scaffold-mi1	14146738	14147838	3.512612211433324	1.1655527463555335	11.30259731206027	3.867685626636852	13.57087833924727	5.845275150645863	2.7919426706162365	4.675005401968956	9.365483992668715	2.6325068976662376	1.472658209583976
scaffold-mi1	14173795	14174895	0.014522601907903498	0.0	0.0	0.0	0.010648200511932373	0.0	0.0	0.0	0.03576451495289803	0.0	0.0
scaffold-mi1	14193627	14194151	54.6235507444571	0.015222114745442194	107.20744451857705	53.80760481703373	197.0621706838826	34.42492006025242	33.21510115106597	43.535241935089346	141.87415285328873	50.43825464758254	35.67591187972149
scaffold-mi1	14197539	14198130	39.33853238810944	1.9087781866794915	62.49090903422554	25.414186388909716	119.85328085652463	27.1113877562702	27.43853130437396	28.78569201809904	77.283043327267	24.029755377729128	15.931524840304895
scaffold-mi1	14203264	14203870	74.99460922530776	0.2594861912451955	152.27890085151094	65.55250782226966	177.12931850168965	58.95132958062805	31.56309992724126	33.56917666444684	108.13616556853745	62.49768236368009	49.017893246691614
scaffold-mi1	14210286	14211386	0.6196309432116421	0.11084057721224698	2.92035644791343	1.0459754302284934	3.0269907760620116	2.2404447104714134	0.6848712504993786	3.668710691278631	0.8119867944717407	0.592582178549333	1.8898444678566673
scaffold-mi1	14246402	14246862	49.80725041679714	11.820901449866916	45.302159848420516	45.19334247423255	155.13336403888204	36.870544951895006	42.96863972207774	43.63413878731106	65.54871808756953	48.89328797381857	63.554448451166564
scaffold-mi1	14247544	14248644	2.9762042635137385	0.0	1.6562299342588944	1.9847955799102783	6.1275507354736325	2.347730372168801	1.8512359064275568	5.964993679740212	2.731591658158736	3.4850668438998134	2.963227343125777
scaffold-mi1	14276792	14277191	30.07335420479452	1.2132587211771417	30.225441858583224	45.5600530198941	97.88465210190392	21.352628052981576	30.152893439271395	42.95683796244457	59.43054943036913	18.351275953135097	61.36765827570942
scaffold-mi1	14280167	14281267	1.853226547457955	0.0	6.811270449378274	2.953836997639049	19.15815168727528	5.330851079767401	3.105275439782576	5.452192811965943	7.504523030207916	2.364276080565019	3.251644397648898
scaffold-mi1	14304569	14305089	44.00077411394853	0.5284713128438363	60.79558782990162	64.31276482435374	115.54848884069003	75.66134697840764	31.2183846116066	32.58250765250279	125.08986732409551	60.6808101103856	82.23016049861909
scaffold-mi1	14309448	14310548	1.7896778392791748	0.16436167272654448	2.769234161376953	1.627252889546481	6.8477548824657095	3.2674357882412997	2.972326113093983	3.8736811984669077	7.30366251132705	2.2030634021759035	6.0203313654119315
scaffold-mi1	14367022	14368122	3.5599916956641455	7.7821489230069245	12.908789207285102	8.385980625152587	15.129868010607632	9.114562639323148	6.587840440490029	10.218913745880126	13.972840929031372	8.484319943514738	9.66599906314503
scaffold-mi1	14395528	14396031	49.546524267784406	87.12138729588412	113.80246235599101	85.83298791995342	162.56707032584765	60.39647765567241	55.90163940369016	51.71845786092769	134.2913576736602	52.77204908670535	78.86800041729603
scaffold-mi1	14400246	14401346	3.3090910469401966	3.603182201385498	4.254937884590842	3.2122347352721476	2.193527107672258	4.037683171358975	4.153782137849114	7.5795232629776	2.682698173522949	4.422631613557989	4.119984870390459
